study_name,instrument_name,question_name,concept_name
soep-is,soep-is-2014-a,Q30304,w42a
soep-is,soep-is-2014-a,Q30304,w43a
soep-is,soep-is-2014-a,Q30304,w44a
soep-is,soep-is-2014-a,Q30304,w45a
soep-is,soep-is-2014-a,Q30304,w46a
soep-is,soep-is-2014-a,Q30305,w51a
soep-is,soep-is-2014-a,Q30305,w52a
soep-is,soep-is-2014-a,Q30305,w53a
soep-is,soep-is-2014-a,Q30305,w54a
soep-is,soep-is-2014-a,Q30305,w55a
soep-is,soep-is-2014-a,Q30305,w56a
soep-is,soep-is-2014-a,Q30306,w61a
soep-is,soep-is-2014-a,Q30306,w62a
soep-is,soep-is-2014-a,Q30306,w63a
soep-is,soep-is-2014-a,Q30306,w64a
soep-is,soep-is-2014-a,Q30306,w65a
soep-is,soep-is-2014-a,Q30306,w66a
soep-is,soep-is-2014-a,Q30307,w71a
soep-is,soep-is-2014-a,Q30307,w72a
soep-is,soep-is-2014-a,Q30307,w73a
soep-is,soep-is-2014-a,Q30307,w74a
soep-is,soep-is-2014-a,Q30307,w75a
soep-is,soep-is-2014-a,Q30307,w76a
soep-is,soep-is-2014-a,Q30308,w81a
soep-is,soep-is-2014-a,Q30308,w82a
soep-is,soep-is-2014-a,Q30308,w83a
soep-is,soep-is-2014-a,Q30308,w84a
soep-is,soep-is-2014-a,Q30308,w85a
soep-is,soep-is-2014-a,Q30308,w86a
soep-is,soep-is-2014-a,Q306,pges01
soep-is,soep-is-2014-a,Q307a,pges04
soep-is,soep-is-2014-a,Q307a,pges05
soep-is,soep-is-2014-a,Q307a,pges06
soep-is,soep-is-2014-a,Q307a,pges07
soep-is,soep-is-2014-a,Q307a,pges08
soep-is,soep-is-2014-a,Q307a,pges09
soep-is,soep-is-2014-a,Q307b,pges10
soep-is,soep-is-2014-a,Q307b,pges11
soep-is,soep-is-2014-a,Q307b,pges12
soep-is,soep-is-2014-a,Q307b,pges13
soep-is,soep-is-2014-a,Q308,pgr
soep-is,soep-is-2014-a,Q309,pkilo
soep-is,soep-is-2014-a,Q310,pges02
soep-is,soep-is-2014-a,Q311_1,pschl1
soep-is,soep-is-2014-a,Q311_2,pschl2
soep-is,soep-is-2014-a,Q313,pbeh1
soep-is,soep-is-2014-a,Q314,pbeh2
soep-is,soep-is-2014-a,Q315,pdr1
soep-is,soep-is-2014-a,Q315,pdr2
soep-is,soep-is-2014-a,Q316,pkr1
soep-is,soep-is-2014-a,Q317,pkr6
soep-is,soep-is-2014-a,Q317,pkr5
soep-is,soep-is-2014-a,Q317,pkr4
soep-is,soep-is-2014-a,Q318,pkr23
soep-is,soep-is-2014-a,Q318,pkr7
soep-is,soep-is-2014-a,Q318,pkr8
soep-is,soep-is-2014-a,Q318,pkr9
soep-is,soep-is-2014-a,Q318,pkr10
soep-is,soep-is-2014-a,Q318,pkr11
soep-is,soep-is-2014-a,Q318,pkr12
soep-is,soep-is-2014-a,Q318,pkr13
soep-is,soep-is-2014-a,Q318,pkr14
soep-is,soep-is-2014-a,Q318,pkr15
soep-is,soep-is-2014-a,Q318,pkr24
soep-is,soep-is-2014-a,Q318,pkr25
soep-is,soep-is-2014-a,Q318,pkr16
soep-is,soep-is-2014-a,Q318,pkrno
soep-is,soep-is-2014-a,Q318,pkrnoka
soep-is,soep-is-2014-a,Q318,pkrso
soep-is,soep-is-2014-a,Q319,pkv01
soep-is,soep-is-2014-a,Q320,pfs141
soep-is,soep-is-2014-a,Q320,pfs011
soep-is,soep-is-2014-a,Q320,pfs021
soep-is,soep-is-2014-a,Q320,pfs031
soep-is,soep-is-2014-a,Q320,pfs111
soep-is,soep-is-2014-a,Q320,pfs041
soep-is,soep-is-2014-a,Q320,pfs051
soep-is,soep-is-2014-a,Q320,pfs061
soep-is,soep-is-2014-a,Q320,pfs071
soep-is,soep-is-2014-a,Q320,pfs081
soep-is,soep-is-2014-a,Q320,pfs091
soep-is,soep-is-2014-a,Q320,pfs121
soep-is,soep-is-2014-a,Q320,pfs131
soep-is,soep-is-2014-a,Q320,pfs101
soep-is,soep-is-2014-a,Q320,pfsso
soep-is,soep-is-2014-a,Q320,pfsno
soep-is,soep-is-2014-a,Q320,pfsnoka
soep-is,soep-is-2014-a,Q321_a,pfs143
soep-is,soep-is-2014-a,Q321_a,pfs142
soep-is,soep-is-2014-a,Q321_b,pfs013
soep-is,soep-is-2014-a,Q321_b,pfs012
soep-is,soep-is-2014-a,Q321_c,pfs023
soep-is,soep-is-2014-a,Q321_c,pfs022
soep-is,soep-is-2014-a,Q321_d,pfs033
soep-is,soep-is-2014-a,Q321_d,pfs032
soep-is,soep-is-2014-a,Q321_e,pfs113
soep-is,soep-is-2014-a,Q321_e,pfs112
soep-is,soep-is-2014-a,Q321_f,pfs043
soep-is,soep-is-2014-a,Q321_f,pfs042
soep-is,soep-is-2014-a,Q321_g,pfs053
soep-is,soep-is-2014-a,Q321_g,pfs052
soep-is,soep-is-2014-a,Q321_h,pfs063
soep-is,soep-is-2014-a,Q321_h,pfs062
soep-is,soep-is-2014-a,Q321_i,pfs073
soep-is,soep-is-2014-a,Q321_i,pfs072
soep-is,soep-is-2014-a,Q321_j,pfs083
soep-is,soep-is-2014-a,Q321_j,pfs082
soep-is,soep-is-2014-a,Q321_k,pfs093
soep-is,soep-is-2014-a,Q321_k,pfs092
soep-is,soep-is-2014-a,Q321_l,pfs123
soep-is,soep-is-2014-a,Q321_l,pfs122
soep-is,soep-is-2014-a,Q321_m,pfs133
soep-is,soep-is-2014-a,Q321_m,pfs132
soep-is,soep-is-2014-a,Q323a,leb01
soep-is,soep-is-2014-a,Q323a,leb02
soep-is,soep-is-2014-a,Q323a,leb03
soep-is,soep-is-2014-a,Q323a,leb04
soep-is,soep-is-2014-a,Q323a,leb05
soep-is,soep-is-2014-a,Q323a,leb06
soep-is,soep-is-2014-a,Q323a,leb07
soep-is,soep-is-2014-a,Q323a,leb08
soep-is,soep-is-2014-a,Q323a,leb09
soep-is,soep-is-2014-a,Q323a,leb10
soep-is,soep-is-2014-a,Q323b,leb11
soep-is,soep-is-2014-a,Q323b,leb12
soep-is,soep-is-2014-a,Q323b,leb13
soep-is,soep-is-2014-a,Q323b,leb14
soep-is,soep-is-2014-a,Q323b,leb15
soep-is,soep-is-2014-a,Q323b,leb16
soep-is,soep-is-2014-a,Q323b,leb17
soep-is,soep-is-2014-a,Q323b,leb18
soep-is,soep-is-2014-a,Q323b,leb19
soep-is,soep-is-2014-a,Q323b,leb20
soep-is,soep-is-2014-a,Q324,pzule1
soep-is,soep-is-2014-a,Q388,ptext
soep-is,soep-is-2014-f,Q2,sample
soep-is,soep-is-2014-f,Q5,lgebmo
soep-is,soep-is-2014-f,Q6,hh
soep-is,soep-is-2014-f,Q8,hvj
soep-is,soep-is-2014-f,Q9,hwj
soep-is,soep-is-2014-f,Q9,hwm
soep-is,soep-is-2014-f,Q10,hhtyp
soep-is,soep-is-2014-f,Q11,hheim
soep-is,soep-is-2014-f,Q12,hwohn09
soep-is,soep-is-2014-f,Q13_1972,hwohn09a
soep-is,soep-is-2014-f,Q13_1981,hwohn09a
soep-is,soep-is-2014-f,Q13_1991,hwohn09a
soep-is,soep-is-2014-f,Q13_2001,hwohn09a
soep-is,soep-is-2014-f,Q13_2011,hwohn09a
soep-is,soep-is-2014-f,Q14,humb
soep-is,soep-is-2014-f,Q15,hqm
soep-is,soep-is-2014-f,Q16,hm01
soep-is,soep-is-2014-f,Q1701,hbau1
soep-is,soep-is-2014-f,Q1701,hbau2
soep-is,soep-is-2014-f,Q1701,hbau3
soep-is,soep-is-2014-f,Q1701,hbau4
soep-is,soep-is-2014-f,Q1701,hbau9
soep-is,soep-is-2014-f,Q1701,hbau10
soep-is,soep-is-2014-f,Q1701,hbau5
soep-is,soep-is-2014-f,Q1701,hbau6
soep-is,soep-is-2014-f,Q1701,hbauka
soep-is,soep-is-2014-f,Q17021,hbau71
soep-is,soep-is-2014-f,Q17022,hbau72
soep-is,soep-is-2014-f,Q17023,hbau73
soep-is,soep-is-2014-f,Q17024,hbau74
soep-is,soep-is-2014-f,Q17029,hbau79
soep-is,soep-is-2014-f,Q170210,hbau710
soep-is,soep-is-2014-f,Q17025,hbau75
soep-is,soep-is-2014-f,Q17031,hbau81
soep-is,soep-is-2014-f,Q17032,hbau82
soep-is,soep-is-2014-f,Q17033,hbau83
soep-is,soep-is-2014-f,Q17034,hbau84
soep-is,soep-is-2014-f,Q17039,hbau89
soep-is,soep-is-2014-f,Q170310,hbau810
soep-is,soep-is-2014-f,Q17035,hbau85
soep-is,soep-is-2014-f,Q17051,hbau111
soep-is,soep-is-2014-f,Q17052,hbau112
soep-is,soep-is-2014-f,Q17053,hbau113
soep-is,soep-is-2014-f,Q17054,hbau114
soep-is,soep-is-2014-f,Q17059,hbau119
soep-is,soep-is-2014-f,Q170510,hbau1110
soep-is,soep-is-2014-f,Q17055,hbau115
soep-is,soep-is-2014-f,Q17072,hbau122
soep-is,soep-is-2014-f,Q17072,hbau132
soep-is,soep-is-2014-f,Q17073,hbau123
soep-is,soep-is-2014-f,Q17073,hbau133
soep-is,soep-is-2014-f,Q17074,hbau124
soep-is,soep-is-2014-f,Q17074,hbau134
soep-is,soep-is-2014-f,Q17079,hbau129
soep-is,soep-is-2014-f,Q17079,hbau139
soep-is,soep-is-2014-f,Q170710,hbau1210
soep-is,soep-is-2014-f,Q170710,hbau1310
soep-is,soep-is-2014-f,Q17075,hbau125
soep-is,soep-is-2014-f,Q17075,hbau135
soep-is,soep-is-2014-f,Q18,hm04
soep-is,soep-is-2014-f,Q18,hm05
soep-is,soep-is-2014-f,Q19,hm06
soep-is,soep-is-2014-f,Q20,hm07
soep-is,soep-is-2014-f,Q20,hm08
soep-is,soep-is-2014-f,Q21,hm14
soep-is,soep-is-2014-f,Q21,hm15
soep-is,soep-is-2014-f,Q22,hm09
soep-is,soep-is-2014-f,Q23,hm10
soep-is,soep-is-2014-f,Q23,hm11
soep-is,soep-is-2014-f,Q24,hzahl
soep-is,soep-is-2014-f,Q25,he01
soep-is,soep-is-2014-f,Q26,he02
soep-is,soep-is-2014-f,Q27,hzahl1
soep-is,soep-is-2014-f,Q28,he03
soep-is,soep-is-2014-f,Q29,he05
soep-is,soep-is-2014-f,Q30,he06
soep-is,soep-is-2014-f,Q31,he07
soep-is,soep-is-2014-f,Q3201,hwohn24
soep-is,soep-is-2014-f,Q3201,hwohn14
soep-is,soep-is-2014-f,Q3201,hwohn21
soep-is,soep-is-2014-f,Q3201,hwohn15
soep-is,soep-is-2014-f,Q3201,hwohn16
soep-is,soep-is-2014-f,Q3201,hwohn17
soep-is,soep-is-2014-f,Q3201,hwohn18
soep-is,soep-is-2014-f,Q3201,hwohn19
soep-is,soep-is-2014-f,Q3201,hwohn20
soep-is,soep-is-2014-f,Q3201,hwohn25
soep-is,soep-is-2014-f,Q3201,hwohn22
soep-is,soep-is-2014-f,Q3201,hwohn23
soep-is,soep-is-2014-f,Q3203,pren1
soep-is,soep-is-2014-f,Q3203,pren1ka
soep-is,soep-is-2014-f,Q3204,pren2
soep-is,soep-is-2014-f,Q3204,pren2ka
soep-is,soep-is-2014-f,Q3205,pren17
soep-is,soep-is-2014-f,Q3205,pren17ka
soep-is,soep-is-2014-f,Q3301,pren31
soep-is,soep-is-2014-f,Q3301,pren32
soep-is,soep-is-2014-f,Q3301,pren33
soep-is,soep-is-2014-f,Q3301,pren34
soep-is,soep-is-2014-f,Q3301,pren35
soep-is,soep-is-2014-f,Q3301,pren36
soep-is,soep-is-2014-f,Q3301,pren37
soep-is,soep-is-2014-f,Q3301,pren38
soep-is,soep-is-2014-f,Q3301,pren39
soep-is,soep-is-2014-f,Q3301,pren310
soep-is,soep-is-2014-f,Q3301,pren311
soep-is,soep-is-2014-f,Q3301,pren3ka
soep-is,soep-is-2014-f,Q3302,pren41
soep-is,soep-is-2014-f,Q3302,pren42
soep-is,soep-is-2014-f,Q3302,pren43
soep-is,soep-is-2014-f,Q3302,pren44
soep-is,soep-is-2014-f,Q3302,pren45
soep-is,soep-is-2014-f,Q3302,pren46
soep-is,soep-is-2014-f,Q3302,pren47
soep-is,soep-is-2014-f,Q3302,pren48
soep-is,soep-is-2014-f,Q3302,pren49
soep-is,soep-is-2014-f,Q3302,pren410
soep-is,soep-is-2014-f,Q3302,pren411
soep-is,soep-is-2014-f,Q3302,pren4ka
soep-is,soep-is-2014-f,Q3303,pren54
soep-is,soep-is-2014-f,Q3303,pren52
soep-is,soep-is-2014-f,Q3303,pren53
soep-is,soep-is-2014-f,Q3303,pren55
soep-is,soep-is-2014-f,Q3303,pren56
soep-is,soep-is-2014-f,Q3303,pren57
soep-is,soep-is-2014-f,Q3303,pren58
soep-is,soep-is-2014-f,Q3303,pren5ka
soep-is,soep-is-2014-f,Q3304_a,pren61m
soep-is,soep-is-2014-f,Q3304_a,pren61j
soep-is,soep-is-2014-f,Q3304_b,pren62m
soep-is,soep-is-2014-f,Q3304_b,pren62j
soep-is,soep-is-2014-f,Q3304_c,pren63m
soep-is,soep-is-2014-f,Q3304_c,pren63j
soep-is,soep-is-2014-f,Q3304_d,pren64m
soep-is,soep-is-2014-f,Q3304_d,pren64j
soep-is,soep-is-2014-f,Q3304_e,pren65m
soep-is,soep-is-2014-f,Q3304_e,pren65j
soep-is,soep-is-2014-f,Q3304_f,pren66m
soep-is,soep-is-2014-f,Q3304_f,pren66j
soep-is,soep-is-2014-f,Q3304_g,pren67m
soep-is,soep-is-2014-f,Q3304_g,pren67j
soep-is,soep-is-2014-f,Q3304_h,pren68m
soep-is,soep-is-2014-f,Q3304_h,pren68j
soep-is,soep-is-2014-f,Q3304_i,pren69m
soep-is,soep-is-2014-f,Q3304_i,pren69j
soep-is,soep-is-2014-f,Q3304_j,pren71
soep-is,soep-is-2014-f,Q3304_k,pren72
soep-is,soep-is-2014-f,Q3304_l,pren74
soep-is,soep-is-2014-f,Q3306,pren8
soep-is,soep-is-2014-f,Q3307,pren9
soep-is,soep-is-2014-f,Q3308,pren10
soep-is,soep-is-2014-f,Q3309,pren11
soep-is,soep-is-2014-f,Q3402,pren12
soep-is,soep-is-2014-f,Q3402,pren12ka
soep-is,soep-is-2014-f,Q3403_a,pren13a
soep-is,soep-is-2014-f,Q3404_a,pren141a
soep-is,soep-is-2014-f,Q3404_a,pren142a
soep-is,soep-is-2014-f,Q3404_a,pren143a
soep-is,soep-is-2014-f,Q3404_a,pren144a
soep-is,soep-is-2014-f,Q3404_a,pren145a
soep-is,soep-is-2014-f,Q3404_a,pren146a
soep-is,soep-is-2014-f,Q3404_a,pren14kaa
soep-is,soep-is-2014-f,Q3403_b,pren13b
soep-is,soep-is-2014-f,Q3404_b,pren141b
soep-is,soep-is-2014-f,Q3404_b,pren142b
soep-is,soep-is-2014-f,Q3404_b,pren143b
soep-is,soep-is-2014-f,Q3404_b,pren144b
soep-is,soep-is-2014-f,Q3404_b,pren145b
soep-is,soep-is-2014-f,Q3404_b,pren146b
soep-is,soep-is-2014-f,Q3404_b,pren14kab
soep-is,soep-is-2014-f,Q3403_c,pren13c
soep-is,soep-is-2014-f,Q3404_c,pren141c
soep-is,soep-is-2014-f,Q3404_c,pren142c
soep-is,soep-is-2014-f,Q3404_c,pren143c
soep-is,soep-is-2014-f,Q3404_c,pren144c
soep-is,soep-is-2014-f,Q3404_c,pren145c
soep-is,soep-is-2014-f,Q3404_c,pren146c
soep-is,soep-is-2014-f,Q3404_c,pren14kac
soep-is,soep-is-2014-f,Q3403_d,pren13d
soep-is,soep-is-2014-f,Q3404_d,pren141d
soep-is,soep-is-2014-f,Q3404_d,pren142d
soep-is,soep-is-2014-f,Q3404_d,pren143d
soep-is,soep-is-2014-f,Q3404_d,pren144d
soep-is,soep-is-2014-f,Q3404_d,pren145d
soep-is,soep-is-2014-f,Q3404_d,pren146d
soep-is,soep-is-2014-f,Q3404_d,pren14kad
soep-is,soep-is-2014-f,Q3405_a,pren151m
soep-is,soep-is-2014-f,Q3405_a,pren151j
soep-is,soep-is-2014-f,Q3405_b,pren152m
soep-is,soep-is-2014-f,Q3405_b,pren152j
soep-is,soep-is-2014-f,Q3405_c,pren153m
soep-is,soep-is-2014-f,Q3405_c,pren153j
soep-is,soep-is-2014-f,Q3405_d,pren154m
soep-is,soep-is-2014-f,Q3405_d,pren154j
soep-is,soep-is-2014-f,Q3405_e,pren155m
soep-is,soep-is-2014-f,Q3405_e,pren155j
soep-is,soep-is-2014-f,Q3405_f,pren156m
soep-is,soep-is-2014-f,Q3405_f,pren156j
soep-is,soep-is-2014-f,Q3406,pren16
soep-is,soep-is-2014-f,Q3407,pren18
soep-is,soep-is-2014-f,Q3408,muell
soep-is,soep-is-2014-f,Q3409,muelj1
soep-is,soep-is-2014-f,Q3409,muelj2
soep-is,soep-is-2014-f,Q3409,muelj3
soep-is,soep-is-2014-f,Q3409,muelj4
soep-is,soep-is-2014-f,Q3409,muelj5
soep-is,soep-is-2014-f,Q3409,muelj6
soep-is,soep-is-2014-f,Q3409,muelj7
soep-is,soep-is-2014-f,Q3409,mueljka
soep-is,soep-is-2014-f,Q34100,mueln1
soep-is,soep-is-2014-f,Q34100,mueln2
soep-is,soep-is-2014-f,Q34100,mueln3
soep-is,soep-is-2014-f,Q34100,mueln4
soep-is,soep-is-2014-f,Q34100,mueln5
soep-is,soep-is-2014-f,Q34100,mueln6
soep-is,soep-is-2014-f,Q34100,mueln7
soep-is,soep-is-2014-f,Q34100,muelnka
soep-is,soep-is-2014-f,Q34110,muell2
soep-is,soep-is-2014-f,Q34120,muels1
soep-is,soep-is-2014-f,Q34130,muelp1
soep-is,soep-is-2014-f,Q34130,muels11
soep-is,soep-is-2014-f,Q34150,muels2
soep-is,soep-is-2014-f,Q34160,muelp2
soep-is,soep-is-2014-f,Q34160,muels21
soep-is,soep-is-2014-f,Q34S,en_muell
soep-is,soep-is-2014-f,Q35,hverm1
soep-is,soep-is-2014-f,Q36,hverm2
soep-is,soep-is-2014-f,Q37,hverm3
soep-is,soep-is-2014-f,Q38,hverm4
soep-is,soep-is-2014-f,Q39,hkred1
soep-is,soep-is-2014-f,Q40,hkred2
soep-is,soep-is-2014-f,Q41,hwa
soep-is,soep-is-2014-f,Q42,hzins1
soep-is,soep-is-2014-f,Q43,hzins2
soep-is,soep-is-2014-f,Q44,hdkg1
soep-is,soep-is-2014-f,Q44,hdkz1
soep-is,soep-is-2014-f,Q44,hdag1
soep-is,soep-is-2014-f,Q44,hdpg1
soep-is,soep-is-2014-f,Q44,hdsh1
soep-is,soep-is-2014-f,Q44,hdgs1
soep-is,soep-is-2014-f,Q44,hdwg1
soep-is,soep-is-2014-f,Q45,hdkg2
soep-is,soep-is-2014-f,Q46,hdkg3
soep-is,soep-is-2014-f,Q47,hdkz2
soep-is,soep-is-2014-f,Q48,hdag2
soep-is,soep-is-2014-f,Q49,hdpg2
soep-is,soep-is-2014-f,Q50,hdsh2
soep-is,soep-is-2014-f,Q51,hdgs2
soep-is,soep-is-2014-f,Q52,hdwg2
soep-is,soep-is-2014-f,Q53,hnetto
soep-is,soep-is-2014-f,Q54,znetto
soep-is,soep-is-2014-f,Q530,splznett
soep-is,soep-is-2014-f,Q54a,znetto11
soep-is,soep-is-2014-f,Q54b,znetto12
soep-is,soep-is-2014-f,Q55,znettox2
soep-is,soep-is-2014-f,Q56,znettox3
soep-is,soep-is-2014-f,Q57,znettox4
soep-is,soep-is-2014-f,Q58,znettox5
soep-is,soep-is-2014-f,Q59,hspar1
soep-is,soep-is-2014-f,Q59,hspar2
soep-is,soep-is-2014-f,Q60,fm02
soep-is,soep-is-2014-f,Q61,fm03
soep-is,soep-is-2014-f,Q62,fm04
soep-is,soep-is-2014-f,Q63,hpfleg
soep-is,soep-is-2014-f,Q64,hpstuf
soep-is,soep-is-2014-f,Q66,pzuf01
soep-is,soep-is-2014-f,Q66,pzuf20
soep-is,soep-is-2014-f,Q66,pzuf02
soep-is,soep-is-2014-f,Q66,pzuf04
soep-is,soep-is-2014-f,Q66,pzuf05
soep-is,soep-is-2014-f,Q66,pzuf07
soep-is,soep-is-2014-f,Q66,pzuf08
soep-is,soep-is-2014-f,Q66,pzuf13
soep-is,soep-is-2014-f,Q67,pgef1
soep-is,soep-is-2014-f,Q67,pgef2
soep-is,soep-is-2014-f,Q67,pgef3
soep-is,soep-is-2014-f,Q67,pgef4
soep-is,soep-is-2014-f,Q671,splitoecd
soep-is,soep-is-2014-f,Q68,oecdaff1
soep-is,soep-is-2014-f,Q68,oecdaff2
soep-is,soep-is-2014-f,Q68,oecdaff3
soep-is,soep-is-2014-f,Q69,ppol5
soep-is,soep-is-2014-f,Q70,prisk
soep-is,soep-is-2014-f,Q71,prisk2
soep-is,soep-is-2014-f,Q71,prisk3
soep-is,soep-is-2014-f,Q71,prisk4
soep-is,soep-is-2014-f,Q71,prisk5
soep-is,soep-is-2014-f,Q71,prisk6
soep-is,soep-is-2014-f,Q71,prisk7
soep-is,soep-is-2014-f,Q72,lot1
soep-is,soep-is-2014-f,Q73,lot2
soep-is,soep-is-2014-f,Q73,lot2=-1
soep-is,soep-is-2014-f,Q75,lot3
soep-is,soep-is-2014-f,Q76,lot4
soep-is,soep-is-2014-f,Q77,tag6
soep-is,soep-is-2014-f,Q77,tag4
soep-is,soep-is-2014-f,Q77,tag1
soep-is,soep-is-2014-f,Q77,tag2
soep-is,soep-is-2014-f,Q77,tag8
soep-is,soep-is-2014-f,Q77,tag7
soep-is,soep-is-2014-f,Q77,tag5
soep-is,soep-is-2014-f,Q77,tag3
soep-is,soep-is-2014-f,Q78,ppol1
soep-is,soep-is-2014-f,Q79,ppol2
soep-is,soep-is-2014-f,Q80,ppol3
soep-is,soep-is-2014-f,Q80,ppolso
soep-is,soep-is-2014-f,Q81,ppol6
soep-is,soep-is-2014-f,Q8201,umv11
soep-is,soep-is-2014-f,Q8201,umv12
soep-is,soep-is-2014-f,Q8202,umv2
soep-is,soep-is-2014-f,Q8203,umv3
soep-is,soep-is-2014-f,Q83,vornaa1
soep-is,soep-is-2014-f,Q83,vornaa2
soep-is,soep-is-2014-f,Q84,vornab1
soep-is,soep-is-2014-f,Q84,vornab2
soep-is,soep-is-2014-f,Q85,vornac1
soep-is,soep-is-2014-f,Q85,vornac2
soep-is,soep-is-2014-f,Q86,vornad1
soep-is,soep-is-2014-f,Q86,vornad2
soep-is,soep-is-2014-f,Q861_intro,worttest
soep-is,soep-is-2014-f,Q861_intro,worttestno
soep-is,soep-is-2014-f,T8610,f02501
soep-is,soep-is-2014-f,T8611_1,f02502
soep-is,soep-is-2014-f,T8611_2,f02503
soep-is,soep-is-2014-f,T8611_3,f02504
soep-is,soep-is-2014-f,T8611_4,f02505
soep-is,soep-is-2014-f,T8611_5,f02506
soep-is,soep-is-2014-f,T8611_6,f02507
soep-is,soep-is-2014-f,T8611_7,f02508
soep-is,soep-is-2014-f,T8611_8,f02509
soep-is,soep-is-2014-f,T8611_9,f02510
soep-is,soep-is-2014-f,T8611_10,f02511
soep-is,soep-is-2014-f,T8611_11,f02512
soep-is,soep-is-2014-f,T8611_12,f02513
soep-is,soep-is-2014-f,T8611_13,f02514
soep-is,soep-is-2014-f,T8611_14,f02515
soep-is,soep-is-2014-f,T8611_15,f02516
soep-is,soep-is-2014-f,T8611_16,f02517
soep-is,soep-is-2014-f,T8611_17,f02518
soep-is,soep-is-2014-f,T8611_18,f02519
soep-is,soep-is-2014-f,T8611_19,f02520
soep-is,soep-is-2014-f,T8611_20,f02521
soep-is,soep-is-2014-f,T8611_21,f02522
soep-is,soep-is-2014-f,T8611_22,f02523
soep-is,soep-is-2014-f,T8611_23,f02524
soep-is,soep-is-2014-f,T8611_24,f02525
soep-is,soep-is-2014-f,T8611_25,f02526
soep-is,soep-is-2014-f,T8611_26,f02527
soep-is,soep-is-2014-f,T8611_27,f02528
soep-is,soep-is-2014-f,T8611_28,f02529
soep-is,soep-is-2014-f,T8611_29,f02530
soep-is,soep-is-2014-f,T8611_30,f02531
soep-is,soep-is-2014-f,T8611_31,f02532
soep-is,soep-is-2014-f,T8611_32,f02533
soep-is,soep-is-2014-f,T8611_33,f02534
soep-is,soep-is-2014-f,T8611_34,f02535
soep-is,soep-is-2014-f,T8611_35,f02536
soep-is,soep-is-2014-f,T8611_36,f02537
soep-is,soep-is-2014-f,T8612,f025richtig
soep-is,soep-is-2014-f,Q862_intro,zzstart
soep-is,soep-is-2014-f,Q862_intro,zztesto
soep-is,soep-is-2014-f,Q862_zB2,f099_x
soep-is,soep-is-2014-f,Q862_zB3,f099a
soep-is,soep-is-2014-f,Q8624,f099_x
soep-is,soep-is-2014-f,Q862_end,f099richtig90
soep-is,soep-is-2014-f,Q88,psta1
soep-is,soep-is-2014-f,Q89,ppnat
soep-is,soep-is-2014-f,Q90,pfamst
soep-is,soep-is-2014-f,Q91,pp1
soep-is,soep-is-2014-f,Q93,pp2
soep-is,soep-is-2014-f,Q92,ppnam
soep-is,soep-is-2014-f,Q94,lsta1
soep-is,soep-is-2014-f,Q95,lsta2
soep-is,soep-is-2014-f,Q96,lzug01
soep-is,soep-is-2014-f,Q97,lsta1a
soep-is,soep-is-2014-f,Q98,lpnat
soep-is,soep-is-2014-f,Q99,lsta3
soep-is,soep-is-2014-f,Q101,pp1a
soep-is,soep-is-2014-f,Q102,ppnama / ppnra
soep-is,soep-is-2014-f,Q103,ppja
soep-is,soep-is-2014-f,Q104,pp2a
soep-is,soep-is-2014-f,Q105,ppleb1a
soep-is,soep-is-2014-f,Q106,ppleba
soep-is,soep-is-2014-f,Q107,pplebja
soep-is,soep-is-2014-f,Q108,pehe1a
soep-is,soep-is-2014-f,Q109,pehe2a
soep-is,soep-is-2014-f,Q110,pp1bcd
soep-is,soep-is-2014-f,Q111,ppjbcd
soep-is,soep-is-2014-f,Q112,ppend1bcd
soep-is,soep-is-2014-f,Q113,ppend2bcd
soep-is,soep-is-2014-f,Q114,ppleb1bcd
soep-is,soep-is-2014-f,Q115,ppleb2bcd
soep-is,soep-is-2014-f,Q116,ppleb3bcd
soep-is,soep-is-2014-f,Q116,ppleb4bcd
soep-is,soep-is-2014-f,Q117,pehe1bcd
soep-is,soep-is-2014-f,Q118,pehe2bcd
soep-is,soep-is-2014-f,Q119,pehe3bcd
soep-is,soep-is-2014-f,Q120,pehe4bcd
soep-is,soep-is-2014-f,Q121,pehe1e
soep-is,soep-is-2014-f,Q122,pehe2e
soep-is,soep-is-2014-f,Q123,pehe5e
soep-is,soep-is-2014-f,Q124,pehe6e
soep-is,soep-is-2014-f,Q125,pehe7e
soep-is,soep-is-2014-f,Q126,legesch3
soep-is,soep-is-2014-f,Q126,legesch2
soep-is,soep-is-2014-f,Q126,legesch1
soep-is,soep-is-2014-f,Q127,legesch5
soep-is,soep-is-2014-f,Q127,legesch6
soep-is,soep-is-2014-f,Q127,legesch7
soep-is,soep-is-2014-f,Q127,legesch8
soep-is,soep-is-2014-f,Q127,legeschka
soep-is,soep-is-2014-f,Q128,lkh03
soep-is,soep-is-2014-f,Q128,lkh04
soep-is,soep-is-2014-f,Q128,lkh05
soep-is,soep-is-2014-f,Q128,lkh06
soep-is,soep-is-2014-f,Q128,lkh07
soep-is,soep-is-2014-f,Q128,lkh08
soep-is,soep-is-2014-f,Q128,lkh09
soep-is,soep-is-2014-f,Q128,lkh10
soep-is,soep-is-2014-f,Q129,lwied
soep-is,soep-is-2014-f,Q130,l2wohn1
soep-is,soep-is-2014-f,Q131,l2wohn3
soep-is,soep-is-2014-f,Q133,hkind
soep-is,soep-is-2014-f,Q134,hknamx
soep-is,soep-is-2014-f,Q134,hkgebx
soep-is,soep-is-2014-f,Q134,hksexx
soep-is,soep-is-2014-f,Q136,hkmox
